Geneid	Chr	Start	End	Strand	Length	fm_1	fm_2	fm_3	m_4	m_5	m_6
WBGene00021838	I	3004049	3005943	+	1895	0	0	1	1	1	0
WBGene00003186	I	3005403	3013448	-	8046	1	4	2	5	3	2
WBGene00000625	I	3010684	3011665	+	982	0	0	0	0	0	0
WBGene00021843	I	3015742	3021531	+	5790	2	5	2	1	6	3
WBGene00021842	I	3021651	3028396	+	6746	2	1	3	3	1	0
WBGene00021844	I	3028325	3031092	-	2768	5	7	7	10	4	6
WBGene00021845	I	3031338	3032938	-	1601	4	2	2	1	1	1
WBGene00021841	I	3032935	3034767	+	1833	3	4	1	1	1	0
WBGene00003387	I	3034716	3047794	-	13079	0	0	0	0	0	2
WBGene00021846	I	3052048	3059165	-	7118	1	2	0	0	1	0
WBGene00021840	I	3057694	3069410	+	11717	2	1	2	1	2	1
WBGene00000205	I	3069325	3070150	-	826	1	1	1	2	1	1
WBGene00019697	I	3070968	3084876	-	13909	8	4	5	0	1	2
WBGene00019698	I	3085014	3096266	-	11253	4	2	2	1	3	1
WBGene00003654	I	3101851	3109621	+	7771	0	0	1	0	0	0
WBGene00195056	I	3109607	3110781	-	1175	0	0	0	0	0	0
WBGene00016663	I	3115036	3117628	-	2593	0	0	0	1	1	0
WBGene00219460	I	3132970	3135588	-	2619	0	0	0	1	0	0
WBGene00000626	I	3137185	3138447	+	1263	0	0	0	1	3	0
WBGene00045387	I	3138541	3140584	-	2044	0	0	0	0	0	0
WBGene00019597	I	3141704	3143175	-	1472	0	0	0	0	0	0
WBGene00003062	I	3144411	3147793	-	3383	8	8	10	0	2	2
WBGene00019595	I	3148014	3150344	+	2331	2	3	1	0	0	0
WBGene00019598	I	3150341	3152003	-	1663	0	0	1	0	0	0
WBGene00019594	I	3153285	3154469	+	1185	0	0	0	0	0	0
WBGene00006888	I	3158492	3162391	-	3900	25	31	26	16	17	21
WBGene00021829	I	3162813	3163585	+	773	3	4	1	0	1	0
WBGene00021828	I	3163688	3168057	+	4370	2	2	9	4	3	2
WBGene00021827	I	3168193	3171230	+	3038	3	2	2	0	2	2
WBGene00021830	I	3173268	3176319	-	3052	1	0	5	0	3	2
WBGene00021831	I	3176418	3192857	-	16440	3	7	2	3	3	3
WBGene00021832	I	3193528	3198838	-	5311	3	1	4	2	1	1
WBGene00021835	I	3206762	3210272	+	3511	1	2	3	1	3	0
WBGene00001481	I	3211046	3217267	+	6222	0	0	2	4	0	2
WBGene00004404	I	3217288	3222955	-	5668	0	1	0	1	0	0
WBGene00000413	I	3223160	3228104	-	4945	3	4	4	1	0	0
WBGene00021826	I	3229431	3233286	+	3856	3	4	5	3	3	3
WBGene00003258	I	3233391	3256077	+	22687	5	4	4	4	3	4
WBGene00021834	I	3244151	3246073	-	1923	0	0	1	1	1	1
WBGene00021553	I	3259797	3264283	+	4487	0	0	0	3	0	5
WBGene00021552	I	3264111	3266762	-	2652	2	2	2	1	1	1
WBGene00020915	I	3267094	3269112	+	2019	27	18	16	14	13	11
WBGene00004154	I	3269397	3280883	-	11487	1	0	0	0	0	0
WBGene00020914	I	3287336	3293171	+	5836	0	0	0	3	0	5
WBGene00020917	I	3293184	3294356	-	1173	4	0	0	4	1	1
WBGene00020913	I	3299570	3300516	+	947	0	0	0	0	1	1
WBGene00000036	I	3301368	3307935	-	6568	0	0	0	2	0	1
WBGene00303088	I	3307491	3307532	-	42	0	0	0	0	0	0
WBGene00021548	I	3317978	3318584	-	607	2	0	0	1	0	1
WBGene00021549	I	3318830	3330673	-	11844	1	3	0	2	1	6
WBGene00021547	I	3338367	3340225	+	1859	0	0	0	0	0	0
WBGene00021551	I	3340212	3349914	-	9703	6	5	2	1	0	2
WBGene00021039	I	3352434	3359487	+	7054	0	0	1	0	0	1
WBGene00195045	I	3362327	3363492	+	1166	0	0	0	0	0	0
WBGene00021035	I	3367640	3368550	-	911	21	10	12	0	1	0
WBGene00021038	I	3368852	3371444	+	2593	4	3	2	1	1	1
WBGene00021036	I	3374776	3407189	-	32414	4	0	2	3	2	2
WBGene00019362	I	3410013	3416368	+	6356	1	2	1	1	2	0
WBGene00019361	I	3419600	3424211	+	4612	2	0	0	3	4	5
WBGene00019360	I	3427148	3433207	+	6060	0	0	0	0	0	0
WBGene00004775	I	3433158	3438543	-	5386	12	8	10	8	5	6
WBGene00006440	I	3439099	3449175	+	10077	4	8	2	7	1	6
WBGene00021639	I	3439364	3442222	-	2859	0	0	0	4	1	5
WBGene00003422	I	3449326	3462174	+	12849	11	11	7	5	5	4
WBGene00021640	I	3462258	3468187	-	5930	3	1	1	2	1	2
WBGene00004978	I	3467132	3478517	+	11386	8	4	3	6	2	3
WBGene00021641	I	3472965	3476300	-	3336	0	0	0	0	0	0
WBGene00021638	I	3479353	3481715	+	2363	1	3	2	0	1	1
WBGene00000794	I	3481997	3484500	+	2504	7	8	7	0	2	0
WBGene00021643	I	3487804	3499706	-	11903	0	0	0	0	0	0
WBGene00021637	I	3502736	3508421	+	5686	2	3	1	1	1	1
WBGene00021644	I	3508398	3512733	-	4336	2	0	1	4	0	7
WBGene00021636	I	3516450	3523418	+	6969	4	2	4	1	0	0
WBGene00021645	I	3523313	3529962	-	6650	1	2	2	2	2	1
WBGene00021653	I	3523879	3524764	-	886	0	0	0	0	0	0
WBGene00021635	I	3533885	3539580	+	5696	1	0	0	1	1	1
WBGene00004389	I	3539553	3546910	-	7358	3	3	5	1	2	3
WBGene00021634	I	3547071	3552005	+	4935	4	2	2	1	0	1
WBGene00021646	I	3551949	3559807	-	7859	3	1	0	0	0	0
WBGene00021647	I	3559934	3562851	-	2918	2	1	1	6	2	1
WBGene00045399	I	3564040	3565068	+	1029	1	5	0	2	2	3
WBGene00003060	I	3564963	3600735	-	35773	6	8	5	7	4	6
WBGene00021633	I	3601291	3602908	+	1618	0	0	0	2	1	0
WBGene00044436	I	3603338	3604537	+	1200	0	1	1	0	0	0
WBGene00021648	I	3604515	3605744	-	1230	1	0	2	0	1	1
WBGene00021649	I	3606407	3608345	-	1939	0	0	1	0	1	2
WBGene00002144	I	3608518	3611844	+	3327	5	8	5	1	0	0
WBGene00002143	I	3611942	3618317	+	6376	0	5	1	0	0	3
WBGene00021650	I	3618889	3619693	-	805	0	0	0	4	5	3
WBGene00044437	I	3620537	3625570	+	5034	0	0	0	0	0	0
WBGene00000284	I	3628246	3631112	+	2867	0	0	0	0	0	0
WBGene00020902	I	3631091	3636485	-	5395	0	0	0	0	0	0
WBGene00020901	I	3637353	3638824	+	1472	0	0	1	0	0	0
WBGene00020900	I	3639648	3641347	+	1700	0	0	0	0	0	0
WBGene00000368	I	3641651	3647082	-	5432	0	1	0	0	1	2
WBGene00000627	I	3651236	3652702	-	1467	0	0	0	0	0	0
WBGene00000628	I	3653997	3655265	+	1269	0	0	0	0	0	0
WBGene00020903	I	3655413	3662183	-	6771	0	0	0	2	0	3
WBGene00004890	I	3666490	3671700	-	5211	1	0	0	1	2	1
WBGene00001501	I	3680180	3680927	-	748	11	8	7	21	10	11
WBGene00004272	I	3682890	3684086	-	1197	4	9	5	2	2	0
WBGene00017025	I	3684781	3690347	+	5567	2	0	4	2	1	0
WBGene00017026	I	3690145	3694021	-	3877	0	0	0	5	3	3
WBGene00003418	I	3694296	3697551	-	3256	7	6	11	2	4	0
WBGene00002042	I	3698102	3699300	+	1199	2	0	0	0	0	0
WBGene00017651	I	3706030	3709435	-	3406	0	0	0	2	0	0
WBGene00017650	I	3710090	3713201	+	3112	0	0	0	0	0	0
WBGene00003040	I	3713449	3721157	-	7709	2	2	3	1	2	2
WBGene00001601	I	3727027	3731179	+	4153	4	4	1	3	2	1
WBGene00020467	I	3731352	3732940	+	1589	0	0	0	1	0	0
WBGene00004147	I	3732860	3740485	-	7626	16	8	14	7	11	4
WBGene00020466	I	3741451	3742647	+	1197	0	1	1	0	0	0
WBGene00021175	I	3745589	3748145	+	2557	0	0	0	0	0	0
WBGene00002135	I	3748523	3753958	-	5436	2	2	4	4	5	4
WBGene00002134	I	3755488	3759039	-	3552	0	2	4	2	5	6
WBGene00022815	I	3769672	3774005	+	4334	0	0	0	0	0	0
WBGene00194702	I	3773911	3774500	-	590	0	0	0	0	0	0
WBGene00016324	I	3774634	3777468	+	2835	0	0	0	0	0	1
WBGene00284853	I	3777313	3777948	-	636	0	0	0	2	0	1
WBGene00004368	I	3778089	3781690	-	3602	0	1	0	0	0	1
WBGene00016323	I	3782118	3783294	+	1177	1	2	1	1	1	1
WBGene00016322	I	3783907	3784226	+	320	0	1	0	7	5	0
WBGene00016321	I	3786588	3787496	+	909	3	1	2	1	0	3
WBGene00004425	I	3788036	3788896	+	861	66	66	51	51	54	39
WBGene00004217	I	3789309	3792797	-	3489	18	14	17	2	3	0
WBGene00016325	I	3794556	3798068	-	3513	0	0	1	0	1	0
WBGene00016320	I	3796159	3796714	+	556	0	0	0	0	0	0
WBGene00006751	I	3798396	3805739	-	7344	9	3	4	3	3	5
WBGene00016326	I	3807456	3816809	-	9354	8	4	9	9	6	7
WBGene00003797	I	3818074	3821496	+	3423	8	5	7	1	2	2
WBGene00006833	I	3822883	3826514	+	3632	9	8	9	7	11	10
WBGene00018765	I	3827219	3828126	+	908	5	3	4	1	1	4
WBGene00044423	I	3828239	3829327	+	1089	0	1	0	0	0	2
WBGene00018764	I	3829515	3834125	+	4611	15	11	11	13	9	12
WBGene00018763	I	3834115	3837807	-	3693	0	0	0	1	0	1
WBGene00020187	I	3838237	3839673	-	1437	0	0	0	15	12	8
WBGene00020188	I	3839801	3841561	-	1761	0	0	0	0	0	1
WBGene00020192	I	3853847	3854233	+	387	0	0	0	0	2	1
WBGene00020189	I	3854161	3859292	-	5132	0	3	0	0	0	0
WBGene00020190	I	3859369	3862733	-	3365	3	2	3	2	3	1
WBGene00001832	I	3862833	3865938	-	3106	8	10	8	5	6	6
WBGene00020185	I	3867541	3869109	+	1569	19	10	12	8	16	10
WBGene00000764	I	3869214	3870114	+	901	0	3	1	0	1	0
WBGene00020191	I	3871474	3873402	-	1929	1	0	0	2	0	2
WBGene00020184	I	3873444	3875997	+	2554	4	4	0	8	5	3
WBGene00020193	I	3875969	3876716	-	748	1	2	2	0	2	0
WBGene00016837	I	3877063	3880743	+	3681	7	4	4	1	1	1
WBGene00016836	I	3881816	3888315	+	6500	2	6	4	7	2	4
WBGene00000013	I	3885631	3885888	-	258	0	0	0	1	1	1
WBGene00000012	I	3886070	3887095	-	1026	0	0	0	5	0	2
WBGene00016838	I	3888240	3891598	-	3359	0	0	0	1	1	2
WBGene00016839	I	3895764	3897397	-	1634	0	0	0	0	0	5
WBGene00001430	I	3898045	3899802	-	1758	0	2	1	0	0	0
WBGene00016840	I	3900407	3901444	-	1038	0	1	0	0	0	1
WBGene00016841	I	3901421	3905208	-	3788	0	0	0	0	0	0
WBGene00003950	I	3908747	3909701	+	955	11	16	8	7	3	10
WBGene00020625	I	3909629	3910544	-	916	1	1	1	0	0	0
WBGene00077599	I	3910712	3912482	-	1771	0	0	0	0	0	0
WBGene00020626	I	3912635	3915308	-	2674	0	0	0	0	0	0
WBGene00020627	I	3917797	3920253	-	2457	0	0	0	5	4	1
WBGene00020628	I	3920206	3925162	-	4957	10	7	9	3	3	2
WBGene00020629	I	3925434	3927891	-	2458	6	1	2	2	1	1
WBGene00020653	I	3930814	3931740	+	927	0	0	0	0	0	0
WBGene00020652	I	3932210	3934813	+	2604	3	1	3	0	0	0
WBGene00003072	I	3935272	3953991	-	18720	4	2	1	4	5	2
WBGene00018528	I	3960968	3962249	+	1282	0	0	0	0	0	0
WBGene00018529	I	3963088	3964177	-	1090	0	0	0	0	0	0
WBGene00018527	I	3964370	3965314	+	945	0	0	0	0	0	0
WBGene00018530	I	3965738	3967279	-	1542	0	0	0	0	0	0
WBGene00018531	I	3968110	3970010	-	1901	0	0	0	2	1	5
WBGene00018526	I	3970374	3971302	+	929	0	0	0	0	0	0
WBGene00018525	I	3972162	3973703	+	1542	0	0	0	0	0	0
WBGene00017909	I	3974059	3977424	-	3366	0	0	0	0	0	0
WBGene00017910	I	3978751	3979538	-	788	0	0	0	0	1	0
WBGene00000197	I	3983183	3986581	+	3399	23	15	15	9	7	5
WBGene00000779	I	3987940	3988699	+	760	8	21	18	21	36	25
WBGene00017908	I	3995725	3996402	+	678	2	0	1	0	1	0
WBGene00006805	I	3999300	4031739	-	32440	6	3	0	4	3	3
WBGene00018868	I	4005435	4006019	+	585	0	0	0	0	0	0
WBGene00006820	I	4035702	4090885	+	55184	3	5	4	15	24	17
WBGene00015631	I	4071664	4073128	-	1465	0	0	0	0	0	0
WBGene00016066	I	4094160	4098330	+	4171	0	0	1	0	2	1
WBGene00016064	I	4103698	4108167	+	4470	0	0	0	0	0	0
WBGene00016063	I	4109407	4112385	+	2979	0	0	0	0	0	0
WBGene00000867	I	4114861	4116370	+	1510	3	9	6	0	1	0
WBGene00019254	I	4116851	4118164	+	1314	0	1	0	0	0	0
WBGene00019253	I	4123481	4124764	+	1284	0	0	0	0	0	0
WBGene00003029	I	4126056	4129310	+	3255	0	0	0	0	0	0
WBGene00002696	I	4129565	4132224	-	2660	3	3	2	1	1	0
WBGene00017085	I	4132362	4135239	+	2878	13	11	9	10	5	8
WBGene00017087	I	4135239	4137074	-	1836	1	1	0	0	0	1
WBGene00017088	I	4137161	4138952	-	1792	4	10	8	2	5	6
WBGene00017084	I	4139511	4142367	+	2857	3	5	1	1	2	0
WBGene00017089	I	4142282	4144583	-	2302	0	1	0	1	1	1
WBGene00077701	I	4145315	4147121	-	1807	0	0	1	2	2	1
WBGene00017090	I	4147273	4148292	-	1020	0	0	0	0	0	0
WBGene00020040	I	4148832	4149415	-	584	0	0	0	0	0	0
WBGene00020039	I	4149981	4150638	+	658	0	0	0	0	0	0
WBGene00020032	I	4151103	4151761	-	659	0	0	0	0	0	0
WBGene00020033	I	4153966	4154452	-	487	0	0	0	0	0	0
WBGene00020034	I	4155542	4158718	-	3177	0	0	0	0	0	0
WBGene00002137	I	4159014	4161113	-	2100	2	1	3	1	2	3
WBGene00002138	I	4162035	4165025	+	2991	1	1	0	1	0	4
WBGene00002139	I	4165075	4167056	+	1982	0	0	0	0	1	2
WBGene00020035	I	4168984	4171589	-	2606	3	3	3	1	0	0
WBGene00020036	I	4172438	4173624	-	1187	3	7	2	5	0	3
WBGene00020037	I	4173758	4174774	-	1017	2	0	1	1	1	0
WBGene00004464	I	4175319	4177271	+	1953	11	13	6	11	11	7
WBGene00020038	I	4177305	4178447	-	1143	1	3	5	6	4	1
WBGene00020031	I	4178812	4182129	+	3318	14	10	12	8	6	8
WBGene00020030	I	4182221	4184992	+	2772	4	4	1	0	1	0
WBGene00004093	I	4185174	4189956	+	4783	1	3	0	0	0	2
WBGene00015975	I	4190158	4193129	+	2972	3	2	2	6	1	3
WBGene00015974	I	4193241	4203303	+	10063	4	1	0	1	1	1
WBGene00015972	I	4203458	4208532	+	5075	0	0	1	0	0	1
WBGene00001985	I	4208515	4210341	-	1827	5	4	0	1	1	0
WBGene00015971	I	4210979	4212667	+	1689	4	3	6	0	1	0
WBGene00015970	I	4212732	4214317	+	1586	0	0	0	1	2	1
WBGene00015976	I	4214291	4215768	-	1478	3	0	3	1	0	0
WBGene00003516	I	4229570	4236115	+	6546	0	0	1	0	1	1
WBGene00016605	I	4236954	4238619	+	1666	0	0	0	4	0	1
WBGene00003584	I	4239091	4242727	-	3637	1	1	2	1	0	1
WBGene00016606	I	4242821	4247582	-	4762	3	2	1	0	0	1
WBGene00007001	I	4247753	4249415	+	1663	4	6	5	1	1	1
WBGene00016608	I	4249493	4253170	+	3678	1	1	3	2	5	5
WBGene00016609	I	4253242	4254139	+	898	1	0	1	0	0	1
WBGene00016603	I	4254197	4264699	+	10503	8	6	6	2	1	2
WBGene00016602	I	4265107	4267240	+	2134	3	4	2	1	1	1
WBGene00016607	I	4267199	4267967	-	769	0	1	1	1	2	0
WBGene00000382	I	4268070	4270287	-	2218	9	1	4	2	0	0
WBGene00016601	I	4270666	4273336	+	2671	7	2	4	1	1	4
WBGene00021631	I	4273896	4274742	-	847	0	0	0	0	0	0
WBGene00021630	I	4275888	4276967	+	1080	0	0	0	0	0	0
WBGene00021632	I	4277830	4279622	-	1793	0	0	0	2	0	0
WBGene00021629	I	4298184	4302245	+	4062	1	0	2	0	0	0
WBGene00021628	I	4303930	4308244	+	4315	5	6	6	7	3	3
WBGene00303090	I	4304156	4304260	+	105	0	0	0	0	0	0
WBGene00000140	I	4318033	4359092	+	41060	2	6	0	3	4	4
WBGene00000045	I	4359207	4362548	+	3342	0	0	0	0	0	0
WBGene00022833	I	4363275	4364077	+	803	0	0	0	1	0	0
WBGene00022834	I	4364903	4367907	-	3005	0	0	0	3	1	0
WBGene00022832	I	4368089	4370463	+	2375	8	11	6	2	4	3
WBGene00022835	I	4370419	4372138	-	1720	2	2	0	0	0	0
WBGene00003061	I	4372255	4373018	-	764	0	2	2	6	8	6
WBGene00022831	I	4373656	4379351	+	5696	8	4	2	3	3	1
WBGene00022836	I	4379325	4381814	-	2490	2	1	3	2	0	2
WBGene00022830	I	4382565	4385218	+	2654	12	10	7	0	1	1
WBGene00000962	I	4386785	4401907	+	15123	35	21	29	14	17	14
WBGene00020655	I	4401956	4404611	+	2656	0	0	0	0	0	0
WBGene00015704	I	4409689	4426188	+	16500	0	0	1	1	0	0
WBGene00020656	I	4412225	4413242	-	1018	0	0	0	1	0	0
WBGene00195180	I	4427024	4428042	+	1019	0	0	0	0	1	1
WBGene00016562	I	4428449	4444349	-	15901	2	3	3	6	7	2
WBGene00001231	I	4444719	4446613	+	1895	6	9	1	2	7	6
WBGene00000787	I	4446586	4448461	-	1876	1	5	3	1	1	2
WBGene00016567	I	4448585	4449774	-	1190	1	2	0	0	0	0
WBGene00016564	I	4449879	4450927	-	1049	8	5	1	0	0	0
WBGene00016566	I	4451194	4456805	-	5612	0	1	3	0	0	0
WBGene00016561	I	4457375	4469460	+	12086	0	1	1	0	0	0
WBGene00016565	I	4460146	4462704	-	2559	0	0	1	0	0	0
WBGene00271778	I	4467874	4469458	+	1585	0	0	0	0	0	0
WBGene00020131	I	4481198	4508940	+	27743	6	6	5	9	6	10
WBGene00022470	I	4508917	4511126	-	2210	3	0	4	3	2	0
WBGene00022471	I	4511438	4516089	-	4652	2	3	2	0	1	2
WBGene00022472	I	4517260	4518491	-	1232	0	0	0	0	0	0
WBGene00044754	I	4521535	4522813	+	1279	0	0	0	0	0	0
WBGene00022473	I	4525961	4534805	-	8845	8	4	11	6	2	1
WBGene00022474	I	4537447	4539729	-	2283	0	1	0	0	2	2
WBGene00022469	I	4549681	4552785	+	3105	0	0	0	0	0	0
WBGene00044441	I	4552885	4553121	-	237	0	0	0	0	0	0
WBGene00022467	I	4554126	4555322	+	1197	0	0	0	1	1	5
WBGene00022475	I	4555343	4556826	-	1484	2	0	0	1	1	0
WBGene00017010	I	4557653	4563759	+	6107	2	2	2	1	1	0
WBGene00004113	I	4564035	4565982	+	1948	0	1	0	1	0	1
WBGene00017009	I	4566430	4568398	+	1969	0	0	0	0	0	0
WBGene00000440	I	4568765	4570027	-	1263	0	0	0	0	0	0
WBGene00000629	I	4571192	4575038	-	3847	0	0	0	0	0	0
WBGene00017001	I	4575101	4577204	-	2104	0	1	0	0	0	0
WBGene00044421	I	4578606	4579740	-	1135	0	0	0	0	0	0
WBGene00017002	I	4579964	4580601	-	638	0	0	0	0	0	0
WBGene00017003	I	4580708	4583810	-	3103	6	2	1	1	0	1
WBGene00004479	I	4583913	4584505	-	593	61	47	49	37	45	28
WBGene00004436	I	4585115	4586176	+	1062	53	53	42	33	47	26
WBGene00017007	I	4586273	4589450	+	3178	0	1	1	0	2	0
WBGene00045048	I	4589600	4589899	-	300	0	0	0	0	0	0
WBGene00017004	I	4597923	4602666	-	4744	3	9	2	2	4	3
WBGene00017011	I	4603217	4604196	+	980	4	7	4	5	4	3
WBGene00017005	I	4604403	4605380	+	978	1	2	1	0	0	1
WBGene00016654	I	4605655	4610221	+	4567	2	2	3	0	1	4
WBGene00016650	I	4610143	4633347	-	23205	9	22	11	3	4	6
WBGene00016653	I	4634103	4635615	+	1513	9	8	19	12	6	7
WBGene00016655	I	4635743	4637328	-	1586	10	10	3	10	7	4
WBGene00016652	I	4637432	4640882	-	3451	2	6	6	5	5	2
WBGene00022466	I	4641003	4644069	-	3067	6	4	2	1	1	0
WBGene00015008	I	4644642	4645659	+	1018	1	0	0	0	0	0
WBGene00004415	I	4645662	4646963	-	1302	117	127	110	73	92	88
WBGene00015011	I	4647424	4648275	+	852	6	3	4	1	1	1
WBGene00015009	I	4648263	4650777	-	2515	4	6	2	2	4	2
WBGene00303032	I	4650731	4650763	-	33	0	0	0	0	0	0
WBGene00015010	I	4652145	4652906	-	762	0	1	0	0	0	0
WBGene00015007	I	4653467	4660153	+	6687	11	11	8	5	2	6
WBGene00206362	I	4660828	4662445	-	1618	0	0	0	0	0	0
WBGene00015006	I	4664508	4665348	+	841	0	0	0	1	0	1
WBGene00006961	I	4665933	4671738	-	5806	6	3	6	9	4	4
WBGene00006791	I	4675133	4679448	+	4316	5	7	5	2	1	5
WBGene00020212	I	4679665	4682856	+	3192	0	0	0	0	0	0
WBGene00007053	I	4685865	4698575	-	12711	4	1	4	1	3	0
WBGene00021112	I	4704604	4705885	+	1282	0	3	5	0	0	0
WBGene00021111	I	4706576	4708883	+	2308	0	0	0	0	0	0
WBGene00021113	I	4709259	4710712	-	1454	0	0	0	17	17	24
WBGene00021110	I	4711414	4713576	+	2163	0	0	0	3	3	2
WBGene00021114	I	4714320	4715483	-	1164	0	1	1	7	4	13
WBGene00021115	I	4716970	4717546	-	577	0	0	0	1	2	2
WBGene00021109	I	4717547	4719609	+	2063	0	0	0	0	0	0
WBGene00015696	I	4719758	4720658	+	901	0	0	0	0	1	1
WBGene00015695	I	4721131	4723982	+	2852	1	0	0	2	1	3
WBGene00015694	I	4724065	4726771	+	2707	0	0	0	0	0	0
WBGene00015693	I	4727280	4730366	+	3087	0	1	2	1	0	2
WBGene00015692	I	4731606	4735276	+	3671	0	1	0	1	3	2
WBGene00015697	I	4735251	4738102	-	2852	2	5	2	1	0	1
WBGene00002694	I	4738171	4744321	-	6151	2	6	9	8	10	7
WBGene00015691	I	4747624	4759603	+	11980	4	3	3	2	2	2
WBGene00015698	I	4759820	4761321	-	1502	5	7	4	0	1	1
WBGene00019769	I	4763196	4765313	-	2118	0	0	0	0	0	1
WBGene00019767	I	4770292	4771358	+	1067	9	11	14	6	6	8
WBGene00019770	I	4771347	4773070	-	1724	1	2	1	1	3	3
WBGene00019771	I	4773819	4788358	-	14540	2	4	2	2	0	1
WBGene00023067	I	4789190	4789592	+	403	3	4	5	4	1	1
WBGene00023068	I	4790292	4790642	+	351	41	61	60	39	60	46
WBGene00006984	I	4790644	4792483	-	1840	1	0	1	4	4	1
WBGene00018798	I	4799981	4804396	+	4416	0	0	0	0	0	0
WBGene00018797	I	4805607	4809674	+	4068	3	6	5	1	2	7
WBGene00019012	I	4821929	4824995	+	3067	0	0	0	0	0	0
WBGene00019013	I	4824904	4826639	-	1736	0	1	0	1	0	0
WBGene00002034	I	4827072	4829791	+	2720	4	2	4	3	2	4
WBGene00019011	I	4830135	4835622	+	5488	7	4	7	0	0	0
WBGene00019010	I	4836187	4844966	+	8780	0	0	0	0	0	0
WBGene00019009	I	4844908	4847972	+	3065	0	0	1	0	1	0
WBGene00019008	I	4848425	4850716	+	2292	0	1	1	1	2	0
WBGene00015303	I	4850666	4867825	-	17160	0	0	0	0	0	0
WBGene00017795	I	4884903	4895516	+	10614	0	0	1	1	0	3
WBGene00001592	I	4885041	4888002	-	2962	0	0	1	0	0	2
WBGene00017674	I	4895921	4897641	+	1721	2	2	1	0	0	0
WBGene00006774	I	4897620	4900974	-	3355	0	0	0	0	2	0
WBGene00017673	I	4901918	4903264	+	1347	1	0	0	3	5	2
WBGene00017672	I	4903452	4905173	+	1722	0	0	0	3	3	1
WBGene00017671	I	4906839	4911829	+	4991	1	2	1	10	6	5
WBGene00017675	I	4911805	4914047	-	2243	5	11	5	9	8	11
WBGene00017676	I	4918372	4920758	+	2387	0	0	0	0	0	2
WBGene00002075	I	4920683	4926486	-	5804	10	3	6	2	3	4
WBGene00017886	I	4926635	4928840	+	2206	6	0	5	1	1	1
WBGene00017888	I	4928507	4932178	+	3672	1	2	2	0	0	0
WBGene00017885	I	4934259	4949353	+	15095	6	1	3	6	1	3
WBGene00017889	I	4949330	4950546	-	1217	1	1	2	2	2	2
WBGene00017887	I	4950583	4951481	-	899	2	2	3	1	1	1
WBGene00001860	I	4951571	4957667	-	6097	18	9	15	2	3	2
WBGene00044431	I	4957775	4958309	-	535	2	0	3	0	1	1
WBGene00021015	I	4959217	4961526	+	2310	0	0	0	1	0	0
WBGene00021014	I	4962451	4964390	+	1940	3	1	4	2	1	2
WBGene00000155	I	4964667	4967089	-	2423	14	10	14	9	5	9
WBGene00021016	I	4967994	4970279	-	2286	0	0	0	2	1	3
WBGene00044432	I	4969923	4972226	+	2304	0	0	0	2	0	0
WBGene00004900	I	4980307	4983959	+	3653	4	1	3	3	1	0
WBGene00195069	I	4984088	4984763	+	676	0	0	0	0	0	1
WBGene00003906	I	4984705	4986739	-	2035	0	0	0	1	0	5
WBGene00021017	I	4986889	4989454	-	2566	0	0	0	0	0	0
WBGene00001117	I	4989548	4994675	-	5128	0	0	0	0	0	0
WBGene00003221	I	4996835	5003202	+	6368	3	3	6	1	1	3
WBGene00001050	I	5003450	5004933	+	1484	0	3	1	0	0	0
WBGene00018792	I	5004924	5006057	-	1134	0	0	0	3	0	1
WBGene00006058	I	5006706	5008050	+	1345	0	0	0	5	5	3
WBGene00018789	I	5008770	5013624	+	4855	0	0	0	0	0	0
WBGene00018791	I	5014351	5016260	-	1910	0	0	0	0	1	0
WBGene00003934	I	5018783	5020358	-	1576	40	35	37	105	133	91
WBGene00016730	I	5020780	5023210	+	2431	0	0	0	4	0	1
WBGene00002979	I	5027155	5041160	+	14006	1	0	0	1	4	4
WBGene00016729	I	5041370	5042092	+	723	0	0	0	0	0	0
WBGene00016731	I	5042102	5043064	-	963	0	0	0	0	1	0
WBGene00016732	I	5044198	5045720	-	1523	0	0	0	0	0	0
WBGene00016733	I	5046394	5048003	-	1610	0	0	0	0	1	0
WBGene00016728	I	5050040	5052524	+	2485	0	0	0	1	0	1
WBGene00016734	I	5052414	5055000	-	2587	0	0	0	0	0	0
WBGene00016727	I	5055686	5056039	+	354	0	0	0	0	0	0
WBGene00016735	I	5058251	5068831	-	10581	0	0	0	3	1	2
WBGene00016258	I	5079910	5082279	-	2370	11	12	14	16	9	13
WBGene00002213	I	5086310	5093903	+	7594	0	3	0	0	0	0
WBGene00016259	I	5096598	5100707	+	4110	0	0	0	0	0	0
WBGene00022465	I	5100751	5101732	+	982	0	0	1	0	0	0
WBGene00004959	I	5101665	5103476	-	1812	1	0	0	4	3	3
WBGene00000502	I	5103581	5104911	-	1331	5	5	1	4	5	5
WBGene00003924	I	5105110	5106048	-	939	15	13	9	4	7	6
WBGene00022460	I	5106204	5107625	+	1422	0	0	0	4	1	2
WBGene00000001	I	5107843	5110183	+	2341	3	4	2	2	1	0
WBGene00045212	I	5110048	5111162	-	1115	0	1	0	1	0	1
WBGene00022462	I	5110911	5113752	-	2842	4	2	3	4	3	1
WBGene00022463	I	5114122	5118852	-	4731	9	3	3	2	2	1
WBGene00022459	I	5119216	5123985	+	4770	6	6	4	3	6	3
WBGene00003132	I	5123915	5127201	-	3287	4	11	8	5	5	4
WBGene00022458	I	5127828	5129611	+	1784	9	10	8	1	4	1
WBGene00022457	I	5129745	5131065	+	1321	0	0	1	1	1	0
